caption,likes,comments,saves,shares,reach,impressions,watch_time,followers,hashtags,timestamp,content_type,topic,posting_hour,day_of_week,posting_time,engagement_score,estimated_likes_uplift,estimated_reach_uplift,post_description
Mesmerizing music is a forever thing 🎵,19776,623,10578,1155,118716,357539,11.19,99999,#spotify #instamusic #musicianlife #musician,2025-07-10 10:54:19,carousel,music,10,Thursday,morning,71636.97,285.09,156.52,mesmerizing music forever thing spotify instamusic
Digital music is the reset button i needed 🎶,1760,230,282,101,17893,48875,7.79,40920,#musicvideo #musiccommunity #musicproduction #beatmaker,2025-05-02 14:03:50,carousel,music,14,Friday,afternoon,5269.9,-65.73,-61.34,digital music reset button needed musicvideo
Lost in haunting music mode again 🎵,7241,917,1957,1440,42366,109977,11.37,68194,#musicproduction #beatmaker #indiemusic #newmusic,2025-01-04 12:44:49,image,music,12,Saturday,afternoon,22849.61,41.0,-8.46,lost haunting music mode again musicproduction
Warm music energy today and every day 🎶,150,11,72,24,709,2337,20.92,50200,#livemusic #nowplaying #musicgram #recording,2025-03-11 08:54:02,carousel,music,8,Tuesday,morning,543.56,-97.08,-98.47,warm music energy today every livemusic
Haunting music requires cinematic patience 🎵,2794,547,1023,643,21748,45569,27.62,26012,#musiclover #recording #independentartist #musicislife,2025-11-09 11:22:46,carousel,music,11,Sunday,morning,10246.47,-45.59,-53.01,haunting music requires cinematic patience musiclover
Lo-fi music unlocked a new level for me 🎵,1455,158,345,227,15889,33225,9.97,56681,#independentartist #musician #songwriting #musically,2025-09-06 18:06:01,reel,music,18,Saturday,evening,4962.2,-71.67,-65.67,music unlocked level independentartist musician songwriting
The powerful music version of a perfect day 🎵,2295,82,1030,420,11522,23765,22.73,81846,#spotify #instamusic #playlist #independentartist,2025-01-24 22:02:36,reel,music,22,Friday,night,7934.049999999999,-55.31,-75.1,powerful music version perfect spotify instamusic
Electrifying music requires hypnotic patience 🎵,19776,3003,4456,5771,60518,208800,26.25,82445,#musicfans #musicalbum #recording #musicianlife,2025-01-13 12:52:31,reel,music,12,Monday,afternoon,59746.9,285.09,30.77,electrifying music requires hypnotic patience musicfans
The bass-heavy culture around music inspires me 🎶,5097,842,1441,1496,18328,59214,20.46,45171,#singersongwriter #musicproducer #musicfestival #nowplaying,2025-05-23 07:52:53,carousel,music,7,Friday,morning,16600.82,-0.75,-60.4,bass heavy culture around music singersongwriter
Infectious music is where i find my edge 🎵,7750,1456,995,741,58005,108691,23.96,34805,#recording #musicislife #musicstudio #musicalbum,2025-11-05 23:27:44,image,music,23,Wednesday,night,19118.98,50.91,25.34,infectious music where find edge recording
Emotional music is where i find my edge 🎵,1546,253,364,322,15539,39991,10.32,24901,#musicalbum #musicfestival #musicproduction #newrelease,2025-05-10 18:52:20,image,music,18,Saturday,evening,5580.68,-69.9,-66.42,emotional music where find edge musicalbum
The electrifying music world is endless 🎸,463,58,164,37,3339,5159,29.76,99148,#musicislife #indiemusic #newrelease #nowplaying,2025-04-04 05:07:32,image,music,5,Friday,morning,1387.72,-90.98,-92.79,electrifying music world endless musicislife indiemusic
The atmospheric music standard i hold myself to 🎧,4121,340,1465,582,24454,70185,15.82,65658,#playlist #newmusic #musicvideo #singersongwriter,2025-10-12 00:11:08,carousel,music,0,Sunday,night,13590.25,-19.75,-47.16,atmospheric music standard hold myself playlist
The timeless music chapter of my life 🎵,2561,320,1112,139,28467,63308,6.13,99999,#nowplaying #musicvideo #indiemusic #spotify,2025-10-17 13:58:03,carousel,music,13,Friday,afternoon,9636.59,-50.13,-38.49,timeless music chapter life nowplaying musicvideo
The minimal music season of my life 🎵,19776,576,3880,1311,224127,430752,16.44,48573,#instamusic #newrelease #bandlife #musiclover,2025-07-16 05:47:13,reel,music,5,Wednesday,morning,59477.91,285.09,384.29,minimal music season life instamusic newrelease
Deep in warm music thoughts 🎵,2881,445,1118,481,38755,123041,2.5,43432,#newrelease #musicproduction #playlist #musicstudio,2025-06-09 20:03:54,reel,music,20,Monday,evening,13306.98,-43.9,-16.26,deep warm music thoughts newrelease musicproduction
Emotional music every day no days off 🎵,782,46,425,40,3913,13203,4.7,39136,#instamusic #musicislife #spotify #nowplaying,2025-11-10 17:06:36,reel,music,17,Monday,evening,2768.74,-84.77,-91.54,emotional music every days instamusic musicislife
Melancholic music and the consistency compounds 🎧,2042,358,449,256,16581,56476,19.32,14481,#musicvideo #musicislife #nowplaying #musiclover,2025-01-22 15:18:47,carousel,music,15,Wednesday,afternoon,6680.33,-60.24,-64.17,melancholic music consistency compounds musicvideo musicislife
The hypnotic music high is legal and free 🎵,193,7,105,14,2521,6415,29.01,47319,#musicproducer #beatmaker #recording #nowplaying,2025-04-02 04:37:54,carousel,music,4,Wednesday,night,868.5,-96.24,-94.55,hypnotic music high legal free musicproducer
Cinematic music keeps me centered always 🎸,8094,232,1043,2066,102121,163391,28.99,32091,#musicianlife #musicstudio #recording #nowplaying,2025-08-30 18:41:42,reel,music,18,Saturday,evening,27428.78,57.61,120.66,cinematic music keeps centered always musicianlife
This layered music life is everything 🎧,19776,1598,11435,2741,231928,436967,2.06,41996,#musicvideo #spotify #indiemusic #musicproducer,2025-10-18 05:04:21,carousel,music,5,Saturday,morning,87009.41,285.09,401.14,this layered music life everything musicvideo
Haunting music on a 🎧 kind of day,1078,214,532,155,8502,13547,14.36,22401,#musicgram #livemusic #nowplaying #musicianlife,2025-05-24 03:19:38,reel,music,3,Saturday,night,3970.51,-79.01,-81.63,haunting music kind musicgram livemusic nowplaying
The vibrant music way of life fits perfectly 🎸,3351,361,1492,906,44125,143375,21.2,16225,#bandlife #musicproducer #musician #newrelease,2025-07-26 00:45:25,image,music,0,Saturday,night,17052.5,-34.75,-4.66,vibrant music life fits perfectly bandlife
Live-recorded music always brings me back to myself 🎸,1212,127,453,275,15344,30243,14.14,50239,#musicstudio #nowplaying #newrelease #musicgram,2025-08-04 05:09:37,reel,music,5,Monday,morning,5070.49,-76.4,-66.85,live recorded music always brings musicstudio
Universal music is the only therapy i need 🎶,557,37,241,116,1680,4984,7.06,36773,#songwriting #musiccommunity #playlist #soundtrack,2025-03-02 06:58:49,carousel,music,6,Sunday,morning,1861.52,-89.15,-96.37,universal music only therapy need songwriting
Emotional music gave me back my confidence 🎵,3070,604,1613,536,41192,134127,24.41,25093,#songwriting #musiclover #independentartist #instamusic,2025-01-30 17:33:37,reel,music,17,Thursday,evening,15600.41,-40.22,-10.99,emotional music gave back confidence songwriting
Mesmerizing music every morning sets the tone 🎸,6509,274,3759,1256,35722,107634,27.15,82286,#singersongwriter #livemusic #soundtrack #musicalbum,2025-01-05 16:47:29,reel,music,16,Sunday,afternoon,26569.120000000003,26.75,-22.81,mesmerizing music every morning sets singersongwriter
The digital music mindset shifts everything 🎶,886,168,302,201,4210,13070,23.36,43905,#musicianlife #bandlife #singersongwriter #musiclover,2025-06-11 00:13:56,image,music,0,Wednesday,night,2997.6,-82.75,-90.9,digital music mindset shifts everything musicianlife
The atmospheric music community lifted me up 🎶,2567,420,1388,194,35494,95794,22.41,59324,#musiclover #musicproduction #beatmaker #indiemusic,2025-01-06 16:10:58,carousel,music,16,Monday,afternoon,11961.52,-50.01,-23.31,atmospheric music community lifted musiclover musicproduction
The raw music version of a perfect day 🎵,2085,385,1207,112,6292,13811,8.7,32948,#musicfans #newrelease #recording #indiemusic,2025-07-26 11:08:07,carousel,music,11,Saturday,morning,6770.93,-59.4,-86.4,music version perfect musicfans newrelease recording
The timeless music process is as good as the result 🎶,838,29,472,238,6494,18909,11.71,77657,#songwriting #newrelease #musically #musicalbum,2025-06-29 10:47:45,image,music,10,Sunday,morning,3859.97,-83.68,-85.97,timeless music process good result songwriting
Tender music and grateful for it 🎵,1488,44,169,337,19002,43691,23.31,31982,#indiemusic #songwriting #independentartist #bandlife,2025-12-19 05:34:21,carousel,music,5,Friday,morning,5266.83,-71.02,-58.94,tender music grateful indiemusic songwriting independentartist
Cinematic music hours are my best hours 🎧,10473,1773,6190,903,81857,182534,29.56,53079,#recording #musically #livemusic #independentartist,2025-10-07 12:07:46,reel,music,12,Tuesday,afternoon,41320.87,103.94,76.87,cinematic music hours best recording musically
Infectious music adventures never disappoint 🎸,874,155,301,123,4319,12408,23.43,44031,#spotify #musicvideo #newmusic #musiclover,2025-08-22 08:45:14,carousel,music,8,Friday,morning,2734.19,-82.98,-90.67,infectious music adventures never disappoint spotify
Ethereal music on a 🎧 kind of day,931,95,346,202,13894,36532,24.49,25607,#newmusic #musicianlife #musiccommunity #musicgram,2025-10-22 07:39:27,image,music,7,Wednesday,morning,4365.66,-81.87,-69.98,ethereal music kind newmusic musicianlife musiccommunity
The cinematic magic of music every time 🎵,1549,226,487,212,5328,11785,5.38,43797,#musicstudio #soundtrack #playlist #newrelease,2025-10-13 12:11:14,reel,music,12,Monday,afternoon,4265.950000000001,-69.84,-88.49,cinematic magic music every time musicstudio
Found hypnotic music and never looked back 🎵,1421,159,844,186,19059,39902,11.13,66035,#newmusic #musicgram #musicalbum #musicislife,2025-03-25 08:40:02,carousel,music,8,Tuesday,morning,6661.01,-72.33,-58.82,found hypnotic music never looked newmusic
The orchestral music obsession continues 🎵,6512,193,2129,1920,71234,198736,17.68,33210,#musicalbum #playlist #songwriting #indiemusic,2025-07-18 02:33:21,carousel,music,2,Friday,night,28182.78,26.8,53.92,orchestral music obsession continues musicalbum playlist
The mesmerizing art of music never gets old 🎵,2414,269,1174,613,14504,24771,21.41,37836,#indiemusic #music #musicislife #musicvideo,2025-01-31 02:39:41,image,music,2,Friday,night,9243.33,-52.99,-68.66,mesmerizing music never gets indiemusic musicislife
Obsessed with layered music always 🎵,909,145,303,207,7474,24076,9.26,53450,#musician #musically #bandlife #musicalbum,2025-01-04 15:57:09,carousel,music,15,Saturday,afternoon,3534.98,-82.3,-83.85,obsessed with layered music always musician
The minimal music aesthetic i live for 🎵,312,30,71,42,4562,15681,11.99,28924,#musicproduction #newmusic #singersongwriter #musicgram,2025-02-22 05:44:03,image,music,5,Saturday,morning,1349.53,-93.92,-90.14,minimal music aesthetic live musicproduction newmusic
Hypnotic music is the only therapy i need 🎶,738,86,222,43,9983,31586,26.33,29824,#music #newrelease #spotify #musicproduction,2025-08-06 19:12:10,reel,music,19,Wednesday,evening,2979.73,-85.63,-78.43,hypnotic music only therapy need newrelease
Universal music and i cannot be stopped 🎶,809,90,91,99,6977,13421,26.53,20153,#soundtrack #instamusic #spotify #newmusic,2025-07-22 14:22:45,image,music,14,Tuesday,afternoon,2130.48,-84.25,-84.92,universal music cannot stopped soundtrack instamusic
This live-recorded music session was different 🎵,2100,54,644,107,27575,78560,23.34,39969,#musiclover #musicislife #musicgram #spotify,2025-07-23 16:49:09,image,music,16,Wednesday,afternoon,8088.549999999999,-59.11,-40.42,this live recorded music session musiclover
Nothing like electrifying music to reset 🎸,2944,161,1659,725,10743,31310,9.47,55806,#musicfestival #newrelease #beatmaker #spotify,2025-01-18 23:22:53,reel,music,23,Saturday,night,11572.45,-42.67,-76.79,nothing like electrifying music reset musicfestival
Timeless music hours are my best hours 🎧,4850,893,1632,930,61690,117045,29.89,31492,#musicgram #nowplaying #musicproducer #musicstudio,2025-10-20 15:42:23,carousel,music,15,Monday,afternoon,19131.85,-5.56,33.3,timeless music hours best musicgram nowplaying
Emotional music is what i choose every time 🎶,3209,199,1004,944,25347,69020,5.74,42442,#instamusic #songwriting #musicalbum #musicfestival,2025-04-12 13:45:34,carousel,music,13,Saturday,afternoon,12390.95,-37.51,-45.23,emotional music what choose every instamusic
Cinematic music and zero regrets 🎧,2619,232,281,581,38038,92028,3.55,38117,#songwriting #musicfans #livemusic #musicproduction,2025-03-16 13:29:30,reel,music,13,Sunday,afternoon,9867.74,-49.0,-17.81,cinematic music zero regrets songwriting musicfans
The universal music identity i grew into 🎧,1138,166,427,317,7572,18539,28.28,42835,#soundtrack #beatmaker #musicvideo #musicislife,2025-03-11 21:34:33,image,music,21,Tuesday,evening,4304.77,-77.84,-83.64,universal music identity grew into soundtrack
Electrifying music on a 🎧 kind of day,1683,197,243,490,14990,29530,29.9,57793,#spotify #livemusic #music #musicstudio,2025-06-25 00:12:12,reel,music,0,Wednesday,night,5517.4,-67.23,-67.61,electrifying music kind spotify livemusic
Mesmerizing music adventures never disappoint 🎸,9266,1455,1488,1202,85970,181359,12.86,29223,#musicvideo #musicgram #bandlife #instamusic,2025-10-08 22:59:33,reel,music,22,Wednesday,night,27075.27,80.43,85.76,mesmerizing music adventures never disappoint musicvideo
This atmospheric music phase is my favorite so far 🎵,1564,140,301,464,7536,25809,21.15,99999,#musicalbum #musicfestival #musicvideo #music,2025-03-14 05:31:02,reel,music,5,Friday,morning,5010.07,-69.55,-83.72,this atmospheric music phase favorite musicalbum
The raw music ritual i will never skip 🎸,335,49,72,50,1808,3303,10.86,20218,#musicproducer #soundtrack #musicislife #songwriting,2025-10-22 20:31:04,carousel,music,20,Wednesday,evening,890.49,-93.48,-96.09,music ritual will never skip musicproducer
Obsessed with raw music always 🎵,10549,1772,2420,2913,127442,361635,23.62,99999,#independentartist #instamusic #soundtrack #musicfans,2025-09-26 19:02:57,carousel,music,19,Friday,evening,43769.15,105.42,175.37,obsessed with music always independentartist instamusic
Minimal music energy today and every day 🎶,17037,2737,2140,1257,105442,355818,16.37,58263,#musiccommunity #beatmaker #musicvideo #musicianlife,2025-12-04 21:50:47,reel,music,21,Thursday,evening,43174.64,231.75,127.84,minimal music energy today every musiccommunity
My digital music journey continues 🎧,1777,142,349,278,10122,17109,7.28,42154,#beatmaker #newrelease #musiccommunity #musicproducer,2025-08-28 07:44:59,carousel,music,7,Thursday,morning,4677.37,-65.4,-78.13,digital music journey continues beatmaker newrelease
The tender music version of me shows up daily 🎸,4823,777,1691,778,38382,80186,3.24,81989,#nowplaying #livemusic #musiccommunity #soundtrack,2025-06-21 19:08:58,image,music,19,Saturday,evening,16554.68,-6.08,-17.07,tender music version shows daily nowplaying
The tender music mindset shifts everything 🎶,5675,907,2003,1414,21027,62612,15.38,16185,#musiccommunity #soundtrack #musicproduction #instamusic,2025-11-05 00:36:36,image,music,0,Wednesday,night,18855.71,10.51,-54.57,tender music mindset shifts everything musiccommunity
